Tiếng Việt,Tiếng BaNa
Căn cứ Thông tư số 10/2009/TT-BXD ngày 15/6/2009 của Bộ Xây dựng ,Kaên köê Thoâng tö ksoâÊ minh jiêt sônaêm ‘baêl ôbôêu khoâng hrieâng le tôxiênh/TT-BXD ‘naêr minh jiêt pôñaêm kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng le tôxiênh ñôêng ‘Boâ Xaây ‘yöng
"Về việc hướng dẫn quản lý dự án đầu tư xây dựng nhà ở sinh viên, nhà ở công nhân khu công nghiệp và nhà ở sinh viên;","Lôêm tôdrong pôtho khan ngoê hnheêi ‘yöê an tôguêm pôm hnam oei sinh vieân, hnam oei koâng nhaân apung koâng nghieâp oeêng hnam oei sinh vieân"
Căn cứ Thông tư số 13/2009/TT-BXD ngày 30/6/2009 của Bộ Xây dựng ,Kaên köê Thoâng tö ksoâÊ minh jiêt peâng sônaêm ‘baêl ôbôêu khoâng hrieâng le tôxiênh/TT-BXD ‘naêr peâng jiêt kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng le tôxiênh ñôêng ‘Boâ Xaây ‘yöng
"Về việc Hướng dẫn việc cho thuê, quản lý vận hành nhà ở sinh viên và nhà ở công nhân khu công nghiệp;","Lôêm tôdrong pôtho khan tôdrong aên thueâ, ngoê hnheêi vaân hanh hnam oei sinh vieân oeêng hnam oei koâng nhaân apung koâng nghieâp"
Căn cứ Công văn số 366/BXD-QLN ngày 12/3/2009 của Bộ Xây dựng,Kaên köê Koâng vaên ksoâÊ peâng drôêu drôêu/BXD-QLN ‘naêr minh jiêt ‘baêl kheêi peâng sônaêm ‘baêl ôbôêu khoâng hrieâng le tôxiênh ñôêng ‘Boâ Xaây ‘yöng
"Về việc triển khai xây dựng chương trình phát triển nhà ở xã hội, nhà ở cho công nhân KCN, ký túc xá cho sinh viên;","Lôêm tôdrong pônhroh pôm tôdrong pôjing hnam oei xa hoâi, hnam oei aên koâng nhaân apung koâng ngheâp, kyê tuêk xa aên sinh vieân"
Khát quát thực trạng và nhu cầu,Pôtho khan thöêk trang oeêng tôdrong waê
"Trong những năm qua, bằng nhiều cơ chế chính sách, Chính phủ, các Bộ ngành và đặc biệt UBND tỉnh Bình Định","Lôêm lö sônaêm anu yuoâ ôêu, ñôêng lö tôdrong, Kôpal teh ñak, rim ‘Boâ nganh oeêng pôgloh UBND tinh ‘Binh Ñinh"
"Đã có nhiều nỗ lực trong việc phát triển quỹ nhà ở dành cho đối tượng là học sinh, sinh viên trên địa bàn tỉnh Bình Định;","Jôh ôêi lö tôdrong pran lôêm tôdrong pôjing quy hnam oei söê aên ñoâÊi töông la hoêk sinh, sinh vieân lôêm tôring tinh ‘Binh Ñinh"
"UBND tỉnh đã quan tâm đến việc quy hoạch bố trí quỹ đất cho các trường để đầu tư xây dựng nhà ở cho học sinh, sinh viên.","UBND tinh jôh ngoê hnheêi truh tôdrong quy hoach tôguêm quy teh aên rim tröông söê tôguêm pôm hnam oei aên hoêk sinh, sinh vieân"
"Tuy nhiên, do hạn chế về kinh phí nên phần lớn các trường chủ yếu tập trung đầu tư trước các hạng mục phục vụ trực tiếp cho việc dạy và học chưa đầu tư vào nhà ở cho đối tượng này.","Maêleêi, ‘yua jeân ‘biêa kô na trong groâng rim tröông pôgloh pônhoâm tôguêm adrol rim hang muk tôguêm tröêk tieâÊp aên tôdrong pôtôêp oeêng hoêk ñim tôguêm tômöt hnam oei aên ñoâi töông anu"
"Với nhiều cơ chế chính sách khuyến khích, hỗ trợ của Chính phủ hiện nay và trên cơ sở các quỹ đất đã có","Adriêng lö tôdrong pôtho khan, tôguêm ñôêng kôpal teh ñak ahreêi oeêng lôêm tôdrong rim quy teh jôh ôêi"
"Đây là điều kiện thuận lợi để UBND tỉnh Bình Định cùng với các cơ sở đào tạo và cơ quan liên quan triển khai đầu tư xây dựng nhà ở phục vụ cho học sinh, sinh viên.","Anu la tôdrong alöng söê UBND tinh ‘Binh Ñinh adriêng rim kô sô ñao tao oeêng kô kuan lieân kuan pônhroh tôguêm pôm hnam oei tôguêm aên hoêk sinh, sinh vieân"
"Trên địa bàn tỉnh Bình Định hiện nay có 8 trường Đại học, Cao đẳng, Trung cấp chuyên nghiệp và các trường dạy nghề với tổng số khoảng 41.055 học sinh, sinh viên đang theo học.","Lôêm tôring tinh ‘Binh Ñinh ahreêi ôêi tôhngam tröông Ñai hoêk, Cao ñaêng, Trung kôêp chueân nghieâp oeêng rim tröông pôtôêp ngheâ adriêng pôting ksoâÊ khoang puoân jiêt minh ôbôêu khoâng hrieâng pôñaêm jiêt pôñaêm hoêk sinh, sinh vieân atung tiêa hoêk"
"Hiện nay tại các trường cũng chỉ mới giải quyết được khoảng 14% nhu cầu về chỗ ở, số còn lại tự thuê nhà ở tại các khu nhà ở do dân tự xây trong điều kiện ở, sinh hoạt không được đảm bảo.","Ahreêi lôêm rim tröông kung anao tôguêm ñei khoang minh jiêt puoân phaân traêm tôdrong waê lôêm dônoê oei, ksoâÊ araê kôdih thueâ hnam oei lôêm rim apung hnam oei ‘yua ‘yaân kôdih pôm lôêm tôdrong oei, sinh hoat biê ñeêi tômaên tôl."
Nội dung kế hoạch,Tôdrong glong pônhroh
Dự kiến nhu cầu và khả năng đáp ứng nhà ở sinh viên trên địa bàn tỉnh:,Pôtho khan tôdrong waê oeêng tôdrong tôguêm hnam oei sinh vieân lôêm tôring tinh:
"Dựa trên số liệu báo cáo của các trường về quy mô đào tạo, nhu cầu sinh viên học sinh cần ở ký túc xá giai đoạn hiện nay và dự báo đến năm 2015 trên địa bàn tỉnh Bình Định; ","Gôning tômöêt tôdrong pôtho khan ñôêng rim tröông lôêm tôdrong pôtôêp, tôdrong waê sinh vieân, hok sinh waê oei kyê tuêk xa jônang ahreêi oeêng pôtho khan truh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm lôêm tôring tinh ‘Binh Ñinh"
Các dự án nhà ở sinh viên chuẩn bị triển khai trong giai đoạn 2009 - 2010 và dự kiến các dự án sẽ triển khai giai đoạn 2011 - 2015;,Rim ‘yöê an hnam oei sinh vieân chuaân ‘bi pônhroh lôêm jônang ‘baêl ôbôêu khoâng hrieâng le tôxiênh – ‘baêl ôbôêu khoâng hrieâng minh jiêt oeêng pôtho khan rim tôdrong ñei pônhroh jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt minh – ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm
Quỹ đất dành để xây dựng nhà ở sinh viên để tính toán nhu cầu và khả năng đáp ứng nhà ở sinh viên trên địa bàn tỉnh Bình Định.,Quy teh söê aên pôm hnam oei sinh vieân söê tiênh toan tôdrong waê oeêng tôdrong tôguêm hnam oei sinh vieân lôêm tôring tinh ‘Binh Ñinh
"Tổng hợp số liệu hiện trạng và nhu cầu ký túc xá cho học sinh, sinh viên:","Toâng hôp ksoâÊ lieâu hieân trang oeêng tôdrong waê kyê tuêk xa aên hoêk sinh, sinh vien"
"Tổng số học sinh, sinh viên đến tháng 3/2009 là: 41.055 người (trong đó số học sinh, sinh viên chính quy là 26.227).","Pôting ksoâÊ hoêk sinh, sinh vieân truh kheêi peâng sônaêm ‘baêl ôbôêu khoâng hrieâng le tôxiênh la: Puoân jiêt minh ôbôêu khoâng hrieâng pôñaêm jiêt pôñaêm bôngai (lôêm ‘noh ksoâÊ hoêk sinh, sinh vieân chiênh quy la ‘baêl jiêt drôêu ôbôêu ‘baêl hrieâng ‘baêl jiêt tôpôêh)"
"Dự kiến số học sinh, sinh viên đến năm 2015 là: 66.990 người.","Pôtho khan ksoâÊ hoêk sinh, sinh vieân truh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm la: Drôêu jiêt drôêu ôbôêu tôxiênh hrieâng tôxiênh jiêt bôngai."
"Tổng số học sinh, sinh viên có nhu cầu ở ký túc xá đến tháng 3/2009: 23.131 người (trong đó số học sinh, sinh viên chính quy là 17.697). ","Pôting ksoâÊ hoêk sinh, sinh vieân oei tôdrong waê oei kyê tuêk xa truh kheêi peâng sônaêm ‘baêl ôbôêu khoâng hrieâng le tôxiênh: ‘Baêl jiêt peâng ôbôêu minh hrieâng peâng jiêt minh bôngai (lôêm ‘noh ksoâÊ hoêk sinh, sinh vieân chiênh quy la minh jiêt tôpôêh ôbôêu drôêu hrieâng tôxiênh jiêt tôpôêh)"
"Dự kiến số học sinh, sinh viên có nhu cầu ở ký túc xá đến năm 2015 là: 39.900 người.","Pôtho khan ksoâÊ hoêk sinh, sinh vieân ôêi tôdrong waê oei kyê tuêk xa truh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm la: Peâng jiêt tôxiênh ôbôêu tôxiênh hrieâng bôngai"
"Số lượng học sinh, sinh viên đang ở ký túc xá: 6.335 người.","KsoâÊ löông hoêk sinh, sinh vieân atung oei kyê tuêk xa: Drôêu ôbôêu peâng hrieâng peâng jiêt pôñaêm bôngai"
"Như vậy số học sinh, sinh viên cần giải quyết nhu cầu ở ký túc xá đến năm 2015 là: 33.565 người.","In ‘noh ksoâÊ hoêk sinh, sinh vieân waê tôguêm tôdrong waê oei kyê tuêk xa truh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm la: Peâng jiêt peâng ôbôêu pôñaêm hrieâng drôêu jiêt pôñaêm bôngai"
"Mục tiêu từ năm 2009 đến 2015 giải quyết chỗ ở cho khoảng 20.139 người trên tổng số 33.565 người (chiếm khoảng 60% số học sinh, sinh viên có nhu cầu được thuê nhà ở)","Muêk tieâu ñôêng sônaêm ‘baêl ôbôêu khoâng hrieâng le tôxiênh truh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm tôgum dônoê oei aên khoang ‘baêl jiêt ôbôêu minh hrieâng peâng jiêt tôxiênh bôngai lôêm pôting ksoâÊ peâng jiêt peâng ôbôêu pôñaêm hrieâng drôêu jiêt pôñaêm bôngai (‘yoêk khoang drôêu jiêt phaân traêm ksoâÊ hoêk sinh, sinh vieân ôêi tôdrong waê thueâ hnam oei)"
"Tương đương với diện tích sàn xây dựng khoảng 101.000 m2 sàn (tiêu chuẩn 4 m2/sinh viên, hệ số sử dụng 0,7-0,8). ","Dang dang adriêng chñeh teh san pôm khoang minh hrieâng le minh ôbôêu met vuoâng san ( tieâu chuaân puoân met vuoâng minh sinh vieân, heâ soâÊ chaê yuoâ khoâng pheêi tôpôêh truh khoâng pheêi tôhngam)"
Quỹ đất cần tối thiểu khoảng 50.500 m2.,Quy teh waê pôgloh khoang pôñaêm jiêt ôbôêu pôñaêm hrieâng met vuoâng
Cơ chế tạo quỹ đất xây dựng nhà ở sinh viên:,Tôdrong pôm quy teh pôm hnam oei sinh vieân
"Sở Xây dựng tiến hành rà soát, tổng hợp, trình Ủy ban nhân dân tỉnh điều chỉnh, bổ sung vào quy hoạch, kế hoạch sử dụng đất;","Sô Xaây ‘yöng pôm ra soat, toâng hôêp, trinh UBND tinh tôplih, tôguêm tômöt quy hoach, glong pônhroh chaê yuoâ teh"
"Trung tâm Phát triển quỹ đất tỉnh tổ chức bồi thường, giải phóng mặt bằng tạo quỹ đất để xây dựng khu nhà ở sinh viên tập trung; ",Trung taâm pôjing quy teh tinh pôloêk ‘boâi thöông giai phoêng tômaên pôm quy teh söê pôm apung hnam oei sinh vieân pônhoâm
"Sử dụng một phần quỹ đất 20% dành để xây dựng nhà ở xã hội trong các dự án nhà ở thương mại, khu đô thị mới trên địa bàn để xây dựng nhà ở sinh viên nếu phù hợp với quy hoạch.","Chaê yuoâ minh phaân quy teh ‘baêl jiêt phaân traêm söê aên pôm hnam oei xa hoâi lôêm rim ‘yöê an hnam oei thöông mai, apung ñoâ thi anao lôêm tôring söê pôm hnam oei sinh vieân tôêng trô troê adriêng quy hoach"
"Đối với các cơ sở đào tạo trong khuôn viên còn quỹ đất, phù hợp với quy hoạch thì Ủy ban nhân dân tỉnh",Adriêng rim dônoê pôtôêp lôêm khuoân vieân araê quy teh trô troê adriêng quy hoach thoi UBND tinh 
Chủ trì thống nhất với cơ quan chủ quản và cơ sở đào tạo cho phép chuyển đổi mục đích sử dụng đất để xây dựng nhà ở sinh viên.,Pôgôl thoâÊng nhaâÊt adriêng kô kuan chu kuan oeêng dônoê pôtôêp aên pheêp tôplih tôdrong chaê yuoâ teh söê pôm hnam oei sinh vieân
Địa điểm dành để xây dựng nhà ở sinh viên trên địa bàn thành phố Quy Nhơn:,Dônoê söê pôm hnam oei sinh vieân lôêm tôring thanh phoâÊ Quy Nhôn
"Xây dựng khu ký túc xá tập trung phục vụ chỗ ở cho học sinh các trường đại học, cao đẳng, trung học chuyên nghiệp trong nội thành","Pôm kyê tuêk xa pônhoâm tôguêm dônoê oei aên hoêk sinh rim tröông ñai hoêk, cao ñaêng, trung hoêk chueân nghieâp lôêm noâi thanh"
Tại khu đất sau Trường Đại học Quy Nhơn (khu đất của Quân khu V giao lại cho tỉnh).,Dônoê apung teh ñôêng roêng Tröông Ñai hoêk Quy Nhôn (apung teh ñông Quaân khu pôñaêm pôjao aên tinh)
"Xây dựng 01 khu ký túc xá cho sinh viên các Trường Cao đẳng Bình Định, Trường Đại học Quang Trung và các trường khác","Pôm minh apung kyê tuêk xa aên sinh vieân rim Tröông Cao ñaêng ‘Binh Ñinh, Tröông Ñai hoêk Kuang Trung oeêng rim tröông nai"
Theo quy hoạch cụm trường của khu vực tại 01 khu đất ngoại thành thuộc phường Nhơn Phú gần Trường Cao đẳng Bình Định và Trường Đại học Quang Trung.,‘Boi quy hoach kuêm tröông ñôêng apung lôêm minh apung teh ngoai thanh oei lôêm kôbraê phöông Nhôn Phuê jeâÊ Tröông Cao ñaêng ‘Binh Ñin oeêng Tröông Ñai hok Kuang Trung
"Ngoài ra trên cơ sở diện tích đất theo quy hoạch được duyệt, trong khuôn viên của các trường với tổng diện tích đất khoảng 5,62 ha","Minh kôpah lôêm tôdrong chñeh teh ‘boi quy hoach ñei jueâÊt, lôêm khuoân vieân ñôêng rim tröông adriêng pôting chñeh teh khoang pôñaêm pheêi drôêu jiêt ‘baêl hecta"
"Các trường tự triển khai lập dự án xây dựng ký túc xá phục vụ chỗ ở cho học sinh, sinh viên của từng trường.","Rim tröông kôdih pônhroh pôm ‘yöê an pôm kyê tuêk xa tôguêm dônoê oei aên hoêk sinh, sinh vieân ñôêng rim tröông"
Về kinh phí đầu tư xây dựng và nguồn vốn:,Lôêm jeân tôguêm tôjung pôm oeêng nguoân jeân:
Kinh phí xây dựng: Tham khảo suất đầu tư xây dựng công trình được Bộ Xây dựng,Jeân pôm: Chaê baêt suaâÊt tôguêm tôjung pôm koâng trinh ñei ‘Boâ Xaây ‘yöng
"Ban hành tại Công văn số 292/BXD-KTXD ngày 03/3/2009; chỉ số giá dự kiến: 1,2. Chi phí QLDA, tư vấn và chi khác tham khảo Công văn số 1751/BXD-VP ngày 14/8/2007 của Bộ Xây dựng.","AÊn leêch lôêm Koâng vaên ksoâÊ ‘baêl tôxiênh ‘baêl/BXD-KTXD ‘naêr peâng kheêi peâng sônaêm ‘baêl ôbôêu khoâng hrieâng le tôxiênh; chi soâÊ giaê pôtho khan: minh pheêi ‘baêl. jeân ngoê hnheêi ‘yöê an, tö vaâÊn oeêng chi phiê nai chaê baêt lôêm Koâng vaên ksoâÊ minh tôpôêh pôñaêm minh/BXD-VP ‘naêr minh jiêt puoân kheêi tôhngam sônaêm ‘baêl ôbôêu koâng hrieâng le tôpôêh ñôêng ‘Boâ Xaây ‘yöng"
"Kinh phí xây lắp công trình cho 101.000m2 sàn xây dựng ký túc xá là: 101.000m2 x 3,600 triệu đồng = 363.600 triệu đồng.",Jeân pôm koâng trinh aên minh hrieâng le minh ôbôêu met vuoâng san pôm kyê tuêk xa la: Minh hrieâng le minh ôbôêu met vuoâng nhaân peâng pheêi drôêu hrieâng trieâu ñoâng ‘baêng peâng hrieâng drôêu jiêt peâng trieâu ñoâng
"Kinh phí QLDA, tư vấn và chi khác (dự kiến khoảng 15% chi phí xây lắp): 54.540 triệu đồng.","Jeân ngo hnhei ‘yöê an, tö vaâÊn oeêng chi phi nai (pôtho khan khoang minh jiêt pôñaêm phaân traêm jeân pôm): Pôñaêm jiêt puoân ôbôêu pôñaêm hrieâng puoân jiêt trieâu ñoâng"
"Kinh phí bồi thường, giải phóng mặt bằng, xây dựng hạ tầng (dự kiến khoảng 15% chi phí xây lắp): 54.540 triệu đồng.","Jeân ‘boâi thöông, giai phoêng tômaên, tôjung pôm ha taâng (pôtho khan khoang minh jiêt pôñaêm phaân traêm jeân pôm): Pôñaêm jiêt puoân ôbôêu pôñaêm hrieâng puoân jiêt trieâu ñoâng"
"Tổng vốn đầu tư xây dựng: 472.680 triệu đồng. (Bốn trăm bảy mươi hai tỷ, sáu trăm tám mươi triệu đồng).",Pôting ksoâÊ jeân tôguêm pôm: Puoân hrieâng tôpôêh jiêt ‘baêl ôbôêu drôêu hrieâng tôhngam jiêt trieâu ñoâng (Puoân hrieâng tôpôêh jiêt ‘baêl ôbôêu drôêu hrieângtô hngam jiêt trieâu ñoâng)
Về nguồn vốn: Thực hiện theo quy định tại Quyết định số 65/2009/QĐ-TTg ngày 24/4/2009 của Thủ tướng Chính Phủ:,Lôêm nguoân jeân: Pôm ‘boi tôdrong lôêm KueÊât ñinh ksoâÊ drôêu jiêt pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng le tôxiênh/QÑ-TTg ‘naêr ‘baêl jiêt puoân kheêi puoân sônaêm ‘baêl ôbôêu khoâng hrieâng le tôxiênh ñôêng Thu töông kôpal teh ñak
Nguồn vốn hỗ trợ từ trái phiếu của Chính phủ chi cho công tác xây lắp.,Nguoân jeân tôguêm ñôêng traêi phieâÊu ñôêng kôpal the ñak chi aên tôdrong pôm
"Nguồn từ ngân sách hàng năm của các địa phương và các Bộ, ngành bố trí vốn đầu tư xây dựng cơ bản cho giáo dục, đào tạo chi cho chi phí QLDA, tư vấn và chi khác.","Nguoân ñôêng ngaân sach rim sônaêm ñôêng rim cham pôlei oeêng rim ‘Boâ, nganh ‘boâÊ triê jeân tôgum pôm kô ban aên ‘yaêo ‘yuêk, ñao tao chi aên jeân ngoê hnheêi ‘yöê an, tö vaÊân oeêng chi phiê nai"
"Nguồn từ ngân sách địa phương chi cho công tác bồi thường, giải phóng mặt bằng, xây dựng hạ tầng kỹ thuật bên ngoài hàng rào.","Nguoân ñôêng ngaân sach cham pôlei chi aên tôdrong ‘boâi thöông, giai phong tômaên, tôjung pôm ha taâng ky thuaât ôgah pôgal"
"Kế hoạch triển khai xây dựng: Từ năm 2009 đến năm 2015, xây dựng khoảng 101.000m2 sàn nhà ở dạng ký túc xá. Chia làm hai giai đoạn:","Glong pônhroh pônhroh tôjung pôm: Ñôêng sônaêm ‘baêl ôbôêu khoâng hrieâng le tôxiênh truh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm, pôm khoang minh hrieâng le minh ôbôêu met vuoâng san hnam oei ‘yang kyê tuêk xa, Asong pôm ‘baêl jônang:"
"Giai đoạn 2009 - 2011: Trên cơ sở mặt bằng đã có sẵn, các mẫu thiết kế đã chuẩn bị xong có thể triển khai xây dựng ngay được, xây dựng khoảng 20.000m2 sàn, với kinh phí đầu tư khoảng 93.600 triệu đồng. Trong đó:","Jônang ‘baêl ôbôêu khoâng hrieâng le tôxiênh – ‘baêl ôbôu khoâng hrieâng minh jiêt minh: Lôêm tôdrong teh tômaên jôh ôêi saên, rim môu pôm jôh pôm keh ôêi tôdrong pônhroh pôm lôêh ñeêi, pôm khoang ‘baêl jiêt ôbôêu met vuoâng san, adriêng jeân tôguêm pôm khoang tôxiênh jiêt peâng ôbôêu drôêu hrieâng trieâu ñoâng. Lôêm ‘noh:"
