Tiếng Việt,Tiếng BaNa
"Chủ trì, phối hợp với các Sở, ngành có liên quan xây dựng kế hoạch nguồn vốn ngân sách hàng năm, đầu mối khai thác nguồn vốn trong và ngoài nước (nếu có) để ủy thác cho vay lĩnh vực nông nghiệp, nông thôn thông qua các tổ chức tín dụng.","Pôgôl, adriêng rim sô, nganh ôêi lieân kuan pôm glong pônhroh nguoân jeân ngaân sach rim sônaêm, ñôêu moâÊi khai thak nguoân jeân lôêm teh ñak oeêng nöôc ngoai (tôêng ôêi) söê uy thak aên veêi tôdrong noâng nghieâp, cham pôlei kua rim toâ chöêk tiên juêng"
Sở Công Thương,Sô Koâng thöông
"Chủ trì, phối hợp với Sở Nông nghiệp và Phát triển nông thôn cùng các Sở, ngành liên quan triển khai thực hiện chính sách hỗ trợ cung cấp thông tin thị trường, xúc tiến thương mại và phát triển hệ thống phân phối trong khâu tiêu thụ đối với các sản phẩm nông nghiệp.","Pôgôl, adriêng Sô noâng nghieâp oeêng pôjing cham pôlei adriêng rim sô, nganh lieân kuan pônhroh pôm tôdrong tôguêm thoâng tin thi tröông, xuêk tieâÊn thöông mai oeêng pôjing tôdrong phaân phoÊâi lôêm tôdrong tieâu thu adriêng rim ñoâ noâng nghieâp"
Sở Tài nguyên và Môi trường,Sô Tai ngueân oeêng Moâi tröông
"Chủ trì phối hợp với UBND các huyện, thị xã, thành phố đẩy nhanh tiến độ cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác tạo điều kiện thuận lợi cho khách hàng vay vốn.","Pôgôl, adriêng UBND rim hueân, thi xa, thanh phoâÊ jôraê ranh tôdrong kôêp hla chöêng nhaân kueân chaê yuoâ teh, kueân sô höu hnam oei oeêng kua tômam nai pôm tôdrong alöng aên khach hang veêi jeân"
"Hướng dẫn Văn phòng đăng ký quyền sử dụng đất thực hiện việc đăng ký giao dịch bảo đảm bằng quyền sử dụng đất, tài sản khác gắn liền với đất.","Pôtho khan Vaên phong ñaêng kyê kueân chaê yuoâ teh pôm tôdrong ñaêng kyê giao jiêt tômaên tôl ñôêng kueân chaê yuoâ teh, kua tômam nai pôteêp adriêng the"
Sở Tư pháp,Sô Tö phap
"Phối hợp với Sở Tài chính chỉ đạo, hướng dẫn thực hiện việc không thu lệ phí chứng thực hợp đồng thế chấp tài sản của cá nhân, hộ gia đình vay vốn tại các tổ chức tín dụng phục vụ phát triển nông nghiệp, nông thôn theo quy định tại Khoản 4 Điều 9 của Nghị định số 55/2015/NĐ-CP.","Adriêng Sô Tai chiênh pôgôl, pôtho khan pôm tôdrong biê thu jeân chöêng thöêk hôêp ñoâng theâÊ chôêp kua tômam ñôêng kôdih ôkôêu, uênh hnam veêi jeân lôêm rim toâ chöêk tiên juêng tôguêm pôjing noâng nghieâp, cham pôlei ‘boi tôdrong lôêm Khoan puoân Ñieâu tôxiênh ñôêng Nghiê ñinh ksoâÊ pôñaêm jiêt pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm/NÑ-CP"
"Sở Thông tin và Truyền thông, Đài Phát thanh và Truyền hình Bình Định, Báo Bình Định","Sô Thoâng tin oeêng Trueân thoâng, Ñai phat thanh oeêng Trueân hinh ‘Binh Ñinh, ‘Baêo ‘Binh Ñinh"
"Đẩy mạnh thông tin, tuyên truyền rộng rãi chính sách tín dụng phục vụ phát triển nông nghiệp, nông thôn theo Nghị định 55/2015/NĐ-CP và các chủ trương, chính sách của Đảng, Nhà nước, của UBND tỉnh và của ngành Ngân hàng.","Jôraê deâh thoâng tin, pôtho khan saê tôdrong tiên juêng tôguêm pôjing noâng nghieâp, cham pôlei ‘boi Nghiê ñinh pôñaêm jiêt pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm/NÑ-CP oeêng rim tôdrong ñôêng Ñang oeêng kôpal, ñôêng UBND tinh oeêng ñôêng nganh Ngaân hang"
"Ủy ban nhân dân các huyện, thị xã, thành phố","UBND rim hueân, thi xa, thanh phoâÊ"
"Tích cực phối hợp với Sở Nông nghiệp và phát triển nông thôn thực hiện Đề án tái cơ cấu ngành nông nghiệp, chương trình xây dựng nông thôn mới.","Pôjaêng adriêng Sô Noâng nghieâp oeêng pôjing cham pôlei pôm Ñeâ an taêi kô kôêu nganh noâng nghieâp, tôdrong tôjuêng pôm cham pôlei anao"
Thực hiện công tác quy hoạch phát triển sản xuất các sản phẩm nông nghiệp và quy hoạch cơ sở hạ tầng nông thôn trên địa bàn,Pôm tôdrong kuy hoach pôjing choh jang rim ñoâ noâng nghieâp oeêng kuy hoach kô sô ha taâng cham pôlei lôêm tôring
"Đề xuất và thực hiện các chính sách hỗ trợ nông dân áp dụng tiến bộ khoa học kỹ thuật, khuyến nông, khuyến lâm, khuyến ngư, thông tin thị trường và tiêu thụ sản phẩm nông nghiệp.","Pôtho khan oeêng pôm rim tôdrong tôguêm naê ma tôjuêng pôm khoa hoêk ky thuaât, khueâÊn noâng, khueâÊn laâm, khueâÊn ngö, thoâng tin thi tröông oeêng tieâu thu ñoâ noâng nghieâp"
"Chỉ đạo các phòng, ban chuyên môn","Pôgôl rim phong, ‘ban chueân moân"
"UBND cấp xã hỗ trợ các tổ chức tín dụng trên địa bàn trong quá trình thẩm định, cho vay, thu hồi nợ theo quy định của pháp luật.","UBND kôêp xa tôguêm rim toâ chöêk tiên juêng lôêm tôring lôêm jônang thaâm ñinh, aên veêi, thu hoâi sôre ‘boi tôdrong ñôêng phap luaât"
"Chỉ đạo, hướng dẫn UBND cấp xã xem xét xác nhận việc chưa được cấp giấy chứng nhận quyền sử dụng đất và đất không có tranh chấp cho đối tượng khách hàng được vay tại các tổ chức tín dụng không có tài sản đảm bảo theo quy định tại Khoản 3 Điều 9 của Nghị định số 55/2015/NĐ-CP.","Pôgôl, pôtho khan UBND kôêp xa ngoê hnheêi xac nhaân tôdrong ñim ñeêi kôêp hla chöêng nhaân kueân chaê yuoâ teh oeêng teh biê ôêi tôgal adriêng aên ñoâÊi töông khaêch hang ñeêi veêi lôêm rim toâ chöêk tiên juêng biê ôêi kua tômam tômaên tôl ‘boi tôdrong lôêm Khoan peâng Ñieâu tôxiênh ñôêng Nghiê ñinh ksoâÊ pôñaêm jiêt pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm/NÑ-CP"
"Phối hợp với ngành ngân hàng và các đơn vị liên quan xây dựng và triển khai chính sách cho vay phục vụ Đề án tái cơ cấu ngành nông nghiệp trên địa bàn, đặc biệt là các mô hình liên kết, ứng dụng công nghệ cao trong lĩnh vực nông nghiệp.","Adriêng nganh Ngaân hang oeêng rim ñôn viê lieân kuan tôjuêng pôm oeêng pônhroh tôdrong aên veêi tôguêm Ñeâ an taêi kô kôêu nganh noâng nghieâp lôêm tôring, pôgloh la rim moâ hinh lieân keâÊt, tôjuêng pôm koâng ngheâ cao lôêm tôdrong noâng nghieâp"
"Phối hợp với các tổ chức tín dụng trên địa bàn kiểm tra, xác định thiệt hại đối với đối tượng vay vốn theo quy định tại Nghị định 55/2015/NĐ-CP và Thông tư 10/2015/TT-NHNN ngày 22/7/2015 làm căn cứ để UBND tỉnh trình Chính phủ quyết định khoanh nợ, xóa nợ theo quy định","Adriêng rim toâ chöêk tiên juêng lôêm tôring naêm ngoê hnheêi, xac ñinh hiong hiôêt adriêng ñoâÊi töông veêi jeân ‘boi tôdrong lôêm Nghiê ñinh pôñaêm jiêt pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm/NÑ-CP oeêng Thoâng tö ksoâÊ minh jiêt sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm/TT-NHNN ‘naêr ‘baêl jiêt ‘baêl kheêi tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm pôm tôdrong söê UBND tinh trinh kôpal teh ñak kueâÊt ñinh khoanh sôre, tuêk sôre ‘boi tôdrong"
"Các tổ chức chính trị - xã hội, đoàn thể","Rim toâ chöêk chiênh tri, xa hoâi, ñoan theâ"
"Phối hợp, hỗ trợ các tổ chức tín dụng trên địa bàn trong việc xác định đối tượng, thẩm định cho vay, thu hồi nợ vay theo quy định của pháp luật.","Adriêng, tôguêm rim toâ chöêk tiên juêng lôêm tôring lôêm tôdrong xac ñinh ñoâÊi töông, thaâm ñinh aên veêi, thu hoâi sôre veêi ‘boi tôdrong ñôêng phap luaât"
"Đẩy mạnh công tác tuyên truyền, phổ biến chính sách và tổ chức tập huấn nghiệp vụ cho cán bộ, hội viên.","Jôraê deâh tôdrong pôtho khan chiênh sach oeêng pôloêk pôtho khan nghieâp vuê aên kang ‘boâ, hoâi vieân"
"Yêu cầu Thủ trưởng các Sở, ban, ngành, tổ chức chính trị - xã hội, đoàn thể tỉnh","Pôtho khan pôgôl rim Sô, ‘ban, nganh, toâ chöêk chiênh tri xa hoâi, ñoan theâ tinh"
