Tiếng Việt,Tiếng BaNa
"Cách tốt nhất là tưới theo rãnh, theo băng để ngâm qua một đêm rồi rút cạn nước. Không được để nước đọng gây ngập úng, rễ ngô sẽ bị thối, lá héo vàng.","Kô kach hôgeêi pôgloh la chruh ‘boi ranh, ‘boi ‘baêng söê ngaâm kua minh maêng roâi ruêt ñiê ñak. ‘Biê ñei söê ñak araê pôm hlôp, rieâÊh hôbo ‘bi hö, hla srieâng hoênh brôêu"
"Những giai đoạn ngô rất cần nước là 3-4 lá, 7-10 lá, xoáy loa kèn, tung phấn phun râu và chín sữa.","Rim jônang hôbo pôgloh waê ñak la peâng truh puoân hla, tôpôêh truh minh jiêt hla, xoaêy loa ken, tung phaân phun soêk oeêng ñum söa"
"Kỹ thuật phòng trừ sâu bệnh: Phòng trừ cỏ dại và sâu bệnh hại sớm, đặc biệt là: Sâu keo mùa thu, sâu đục thân, bệnh đốm lá, các bệnh sinh lý do thời tiết","Kô kach phong dôêt jôroâng ji: Phong dôt nhaêt oeêng jôroâng jiê glaêi sruoâÊih, pôgloh la: Jôroâng keo mua thu, jôroâng phaê ‘long, jiê ñoâm hla, rim jiê sinh lyê yua pleênh"
"Đối với các bệnh sinh lý do rét, hạn như huyết dụ, vàng lá… cần chú ý giữ ẩm, bón phân cân đối đặc biệt là lân và kaly để tăng tính chống chịu của cây.","Adriêng rim jiê sinh lyê yua tônghieât, toê in hueât yuê, brôêu hla… waê ngoê hnhei jö lôngôp, ‘boên phôêng kaân ñoâÊi pôgloh la laân oeêng kali söê kjung tôdrong dôt chiu ñôêng ‘long"
"Đối với sâu keo mùa thu: Tăng cường kiểm tra đồng ruộng, khi mật độ sâu cao sử dụng một trong các loại thuốc như: Lufen extra 100 EC, Enasin 32WP, Ratoin 5WG, Karuba WP, Bitadin WP.... để phun trừ, phun theo hàng, ướt đều cả hai mặt lá và nách lá.","Adriêng jôroâng keo mua thu: Kjung naêm ngoê hnhei bal, jônang maât ñoâ jôroâng lö chaê yuoâ minh lôêm rim loai bôgang in: Lufen extra minh hrieâng EC; Enasin peâng jiêt ‘baêl WP; Ratoin pôñaêm WG; Karuba WP; Bitadin WP… söê phun ‘bet, phun ‘boi hang, yoâm hôdôi ñiê ‘baêl maêt hla oeêng nach hla"
Đối với sâu đục thân: Chọn và trồng giống ngô chống chịu sâu đục thân. Gieo trồng đúng thời vụ. ,Adriêng jôroâng phaê ‘long: ‘Yoêk oeêng pôtaêm adreâÊch hôbo dôt chiu jôroâng phaê ‘long. Jul adreâÊch trô troê thôi vuê
"Không trồng rải rác tạo nguồn thức ăn cho sâu tồn tại từ vụ này sang vụ khác. Bắt sâu bằng tay, ngắt ổ trứng đem tiêu hủy. ","Biê pôtaêm rai rak pôm nguoân ñoâ sa aên jôroâng yaêl arih ñôêng vuê ôêu tôkan vuê nai. Roâp jôroâng ñôêng ti, köê tôpu kôtaêp naêm tieâu huy"
"Khi mật độ sâu cao, dùng một trong các loại thuốc để phun hoặc rắc vào gốc cây ngô.","Jônang maât ñoâ jôroâng lö, chaê yuoâ minh lôêm rim loai bôgang söê phun thoi ‘bieât tômöt tôêm ‘long hôbo"
"Đối với bệnh đốm lá: Ngắt bỏ lá bệnh khi mới xuất hiện, khi tỷ bệnh hại cao có thể sử dụng một trong các loại thuốc","Adring jiê ñoâÊm hla: Köê tuêk hla jiê jônang anao ‘boh ôêi leêch, jônang ty leâ jiê glaêi deâh ôêi tôdrong chaê yuoâ minh lôêm rim loai bôgang"
Thu hoạch và bảo quản: Thu hoạch khi ngô chín hoàn toàn hoặc chín sinh lý (dấu hiệu chín sinh lý khi chân hạt có vết đen hoặc 70% số cây có lá bị khô hoặc độ ẩm đạt 28-30%).,Thu ‘yoêk oeêng jö vei: Thu ‘yoêk hôbo jônang hôbo ñum ñiê thoi ñum sinh lyê (jôêu hieâu ñum sinh lyê jônang jöng geêr ôêi veâÊt gaêm thoi tôpôêh jiêt phaân traêm ksoâÊ ‘long ôêi hla ‘bi srieâng thoi ñoâ lôngôp ñat ‘baêl jiêt tôhngam truh peâng jiêt phaân traêm)
"Phơi khô, cất trữ ở nơi thoáng mát, khô ráo","draê srieâng, jö vei oei dônoê thoang mat, srieâng"
"Phơi nắng hoặc sấy đến khi ẩm độ hạt đạt 14% thì đóng bao cất trữ hoặc treo ở nơi thoáng mát, khô ráo.","Draê toê thoi saâÊy truh jônang ñoâ lôngôp geêr ñat minh jiêt puoân phaân traêm thoi ‘bieât lôêm ‘bao jö vei thoi atol oei dônoê thoang mat, srieâng."
"Phạm vi điều chỉnh: Quy trình này quy định các yêu cầu kỹ thuật về trồng, chăm sóc, phòng trừ sâu bệnh hại, thu hoạch sơ chế và bảo quản cây điều ghép sản xuất tại Lâm Đồng.","Pham vi tôplih: Kuy trinh anu kuy ñinh rim tôdrong ky thuaât lôêm pôtaêm, tôme rong, phong dôêt jôroâng jiê pôm glaêi, thu ‘yoêk sô cheâÊ oeêng jö vei ‘long ñieâu gheêp choh jang dônoê Laâm Ñoâng"
"Đối tượng áp dụng: Quy trình này áp dụng đối với các tổ chức, cá nhân hoạt động liên quan đến sản xuất cây điều ghép trên địa bàn Lâm Đồng.","ÑoÊâi töông ap jung: Kuy trinh anu tôjung pôm adriêng rim toâ chöêk, kôdih ôkôêu pôm lieân kuan truh choh jang ‘long ñieâu gheêp lôêm tôring Laâm Ñoâng"
"Mục tiêu kinh tế kỹ thuật: Thời gian kiến thiết cơ bản của cây điều ghép 3 năm. Năng suất bình quân trong giai đoạn kinh doanh: 1,5-2 tấn/ha",Muêk tieâu kinh teâÊ ky thuaât: Jônang kieâÊn thieâÊt kô ‘ban ñôêng ‘long ñieâu gheêp peâng sônaêm. Thu ‘yoêk tiênh jônuêm lôêm jônang teêch bôdro: minh pheêi pôñaêm truh ‘baêl tôêng lôêm minh hecta
"Đặc điểm: Cây điều tên khoa học Anacardium occidentale, nguồn gốc ở Đông bắc Brazil, được trồng phổ biến ở các nước vùng nhiệt đới với mục đích lấy hạt.","Ñaêk ñieâm: ‘Long ñieâu maêt khoa hoêk Anacardium occidentale, nguoân tôm oei Ñoâng ‘baêk Brazil, ñei pôtaêm phoâ ‘bieâÊn oei rim ñak apung nhieât ñôêi adriêng tôdrong ‘yoêk geêr"
"Cây điều được trồng ở Việt Nam từ thế kỷ 18, nhưng trong một thời gian dài không được xem là cây nông nghiệp, chỉ trồng lẻ tẻ với mục đích chắn gió và là cây lâm nghiệp để phủ xanh đất trống đồi trọc do đặc tính chịu hạn, thích nghi với đất xấu.","‘Long ñieâu ñeêi pôtaêm oei Vieât Nam ñôêng theâÊ ky minh jiêt tôhngam, maêleêi lôêm minh jônang ñunh biê ñeêi ngoê la ‘long noâng ngieâp, anao pôtaêm ‘biêa adriêng tôdrong gôên kyal oeêng pôm ‘long laâm nghieâp söê athu kseê teh soh biê ôêi ‘long yua tôdrong chiu toê, thiêch nghi adriêng teh bröê"
"Cây điều chịu được những điều kiện khí hậu đa dạng và khắc nghiệt. Khí hậu nhiệt đới với lượng mưa hàng năm đầy đủ và có một mùa khô rõ rệt là những điều kiện tối thích để cây điều phát triển tốt. Độ cao nơi trồng điều so với mặt biển càng lớn thì cây sinh trưởng càng chậm, năng suất càng giảm.","‘Long ñieâu chiu ñeêi rim tôdrong pleênh ña yang oeêng khaêk nghieât. Pleênh nhieât ñôêi adriêng löông ami rim sônaêm duh oeêng ôêi minh mua khoâ ro reât la rim tôdrong pôgloh söê ‘long ñieâu pôjing hôgeêi. Ñoâ ñuoâÊi dônoê pôtaêm ñieâu pôting adriêng maêt ñak tôsiê kang groâng thoi ‘long yaêl arih kang ñunh, thu ‘yoêk kang tôjul"
Yêu cầu về điều kiện ngoại cảnh,Yeâu kôêu lôêm tôdrong ngoai kanh
"Nhiệt độ: Điều là loại cây có nguồn gốc từ vùng nhiệt đới, vì vậy điều rất mẫn cảm với nhiệt độ thấp và sương giá. Điều có khả năng sinh trưởng trong phạm vi giới hạn nhiệt độ khá rộng nhưng chỉ sinh trưởng, phát triển tốt trong điều kiện nhiệt độ từ 24-280C. Tuy nhiên muốn có năng suất cao, thì không nên chọn những vùng có nhiệt độ trung bình hàng năm dưới 200C.","Nhieât ñoâ: Ñieâu la loai ‘long ôêi nguoân tôm ñôêng apung nhieât ñôêi, yua ‘noh ñieâu pôgloh maân kam adriêng nhieât ñoâ kôñeh oeêng söông giaê. Ñieâu ôêi tôdrong yaêl arih lôêm pham vi giôêi han nhieât ñoâ khaê saê maêleêi anao yaêl arih, pôjing hôgeêi lôêm tôdrong nhieât ñoâ ñôêng ‘baêl jiêt puoân truh ‘baêl jiêt tôhngam ñoâ C. Maêleêi waê ôêi thu ‘yoêk lö thoi biê ‘yoêk rim apung ôêi nhieât ñoâ trung ‘binh rim sônaêm ôla ‘baêl jiêt ñoâ C"
"Ánh sáng: Điều là cây ưa sáng hoàn toàn và ra quả ở đầu cành nên các cây trồng đơn độc hoặc trồng với mật độ thích hợp, bảo đảm chế độ ánh sáng đầy đủ cây cho năng suất khá cao. Trong thời gian cây ra hoa càng đòi hỏi nhiều ánh sáng. Trung bình cây điều cần khoảng 2.000 giờ nắng/năm. ","Ñoâ hrang: Ñieâu la ‘long waê hrang ñiê oeêng leêch pleêi oei kôl tô‘bra kôna rim ‘long pôtaêm ñôn ñoâk thoi pôtaêm adriêng maât ñoâ thiêch hôêp, tômaên tôl tôdrong ñoâ hrang duh aên thu ‘yoêk khaê deâh. Lôêm jônang ‘long leêch pôkao kang kô waê lö  hrang. Tiênh jônuêm ‘long ñieâu waê khoang ‘baêl ôbôêu jô toê lôêm minh sônaêm"
"Ở miền núi, đặc biệt là ở những thung lũng có núi non che khuất thường xuất hiện sương mù buổi sáng và buổi chiều làm giảm cường độ ánh sáng, cây điều ở đó có thể vẫn sinh trưởng bình thường nhưng ra hoa đậu quả rất kém, sản lượng không đáng kể.","Oei apung koâng, pôgloh la oei rim thung lung ôêi koâng bri athu deêch ‘boh ñak lôngoêm bôgheâ oeêng ksôê pôm tôjul köông ñoâ hrang, ‘long ñieâu oei ‘noh ôêi tôdrong araê yaêl arih ‘binh thöông maêleêi leêch pôkao ôêi pleêi pôgloh kheê, san löông biê doâm nhö"
"Lượng mưa từ 1.000-2.000 mm/năm là thích hợp nhất. Sự phân bố mưa trong năm lại ảnh hưởng đến quá trình ra hoa đậu quả hơn là tổng lượng mưa. Mùa điều ra hoa kết trái thường kéo dài khoảng 2 tháng, vào giai đoạn này yêu cầu thời tiết phải thật khô ráo. ","Löông ami ñôêng minh ôbôêu truh ‘baêl ôbôêu milimet lôêm minh sônaêm la trô troê pôgloh. Tôdrong phaân ‘boâÊ ami lôêm sônaêm pôm anh höông truh tôdrong leêch pôkao ôêi pleêi loi la pôting löông ami. Mua ñieâu leêch pôkao ôêi pleêi deêch dui ñunh khoang ‘baêl kheêi, tômöt jônang anu kô waê pleênh phai tôpaê srieâng hoênh"
"Nếu ở giai đoạn này nhất là vào thời kỳ cây trổ hoa nếu gặp mưa, dẫu chỉ là mưa nhỏ cũng đủ làm phấn hoa bết lại, khó bám dính vào côn trùng truyền phấn khiến cho quá trình thụ phấn bị ngưng trệ, sự thụ tinh không xảy ra được.","Tôêng oei jônang anu pôgloh la tômöt jônang ‘long leêch pôkao tôêng tôjröêm ami, aên la ami ken kung duh pôm phaâÊn pôkao ajin adriêng, kho ‘bam ajin tômöt koân trung trueân phaâÊn pôm aên jônang thu phaâÊn biê ñei, tôdrong thu tinh biê ñei ôêi leêch"
"Mặt khác, hoa điều chứa nhiều mật ngọt, gặp điều kiện ẩm ướt sẽ là môi trường thuận lợi cho nấm bệnh phát triển gây hư hỏng các chùm hoa và cho các quả non đang hình thành. ","Tôdrong nai, pôkao ñieâu ôêi lö maât ‘ngam, tôjröêm tôdrong lôngôêp la moâi tröông alöng aên môêu jiê pôjing pôm hö rim chum pôkao oeêng rim pleêi ‘lôp atung hinh thanh"
"Vì vậy chế độ mưa thích hợp cho cây điều ra hoa đậu quả là có hai mùa, mùa mưa và mùa khô phân biệt rõ rệt và khô kéo dài 4-5 tháng. Trong mùa mưa cây điều sinh trưởng, tích lũy chất dinh dưỡng để khi bước vào mùa khô sẽ ra hoa đậu quả thuận lợi.","Yua ‘noh tôdrong ami trô troê aên ‘long ñieâu leêch pôkao ôêi pleêi la ôêi ‘baêl mua, mua ami oeêng mua toê phaân ‘bieât ro reât oeêng toê dui ñunh puoân truh pôñaêm kheêi. Lôêm mua ami ‘long ñieâu yaêl arih, tiêch luy chaât yinh yöông söê jônang tômöt mua toê la leêch pôkao ôêi pleêi alöng"
"Đất đai: Cây điều mọc được trên nhiều loại đất khác nhau. Tuy nhiên, cây điều chỉ sinh trưởng và cho năng suất cao ở những vùng có tầng đất sâu, thành phần cơ giới nhẹ, thoát nước tốt. Cây phát triển tốt trên đất sét pha cát không có tầng đất cái, với mực nước ngầm ở độ sâu từ 3-6m.","Teh: ‘Long ñieâu hon ñei lôêm lö loai teh nai. Maêleêi, ‘long ñieâu anao yaêl arih oeêng aên thu ‘yoêk deâh oei rim apung ôêi taâng teh jôruê, thanh phaân kô giôêi dal, thoat ñak hôgeêi. ‘Long pôjing hôgeêi lôêm teh kôtaê pha chuoâh biê ôêi taâng teh kaêi, adriêng möêk ñak ngaâm oei trong jôruê ñôêng peâng truh drôêu met"
"Cây điều cũng có thể phát triển tốt trên đất cát pha, vì đặc tính thoát nước tốt, mặc dù loại đất này có độ màu mỡ không cao. Đất đỏ cũng thích hợp cho cây điều sinh trưởng và phát triển tốt.","‘Long ñieâu kung ôêi tôdrong pôjing hôgeêi lôêm teh chuoâh pha, yua tôdrong thoat ñak hôgeêi,  thoi loai teh anu ôêi tôdrong lieâm biê lö. Teh goâh kung alöng aên ‘long ñieâu yaêl arih oeêng pôjing hôgeêi"
"Trồng điều trên các loại đất sét nặng, bí chặt, đất feralit vùng đồi có tầng đá nổi hoặc tầng sỏi kết gần trên mặt; đất cát rời rạc có tầng nước ngầm ở quá sâu thì cây vẫn sống nhưng không phát triển được và cho cho năng suất rất thấp.","Pôtaêm ñieâu lôêm rim loai teh kôtaê deâh, ‘biê kôjaêp, teh feralit apung groi ôêi taâng tamo noâi thoi taâng tamo keâÊt jeâÊ kôpöng maêt; teh chuoâh rôi ôêi taâng ñak ngaâm oei pôgloh jôruê thoi ‘long araê arih maêleêi biê pôjing ñei oeêng aên thu ‘yoêk pôgloh ‘biêa"
"Đặc điểm một số giống điều chọn lọc: Giống điều phải đạt các tiêu chuẩn sau: Năng suất cao và ổn định (1,5-2 tấn/ha); Tỷ lệ nhân lớn hơn 28%; Kích cỡ hạt ít hơn 170 hạt/kg; Số trái/chùm từ 5-10 trái. Tỷ lệ chồi ra hoa lớn hơn 75%, cây sinh trưởng khỏe, phát tán đều và ít sâu bệnh.","Ñaêk ñieâm minh ksoâÊ adreâÊch ñieâu chon loêk: AdreâÊch ñieâu phai ñat rim tôdrong ñôêng roêng ôêu: Thu ‘yoêk deâh oeêng alöng (minh pheêi pôñaêm truh ‘baêl tôêng minh hecta); Ty leâ nhaân groâng loi ‘baêl jiêt tôhngam phông traêm; kiêch kô geêr ‘bia loi minh hrieâng tôpôêh jiêt geêr lôêm minh kiloâgam; ksoâÊ pleêi lôêm minh chum ñôêng pôñaêm truh minh jiêt toê. Ty leâ hô‘bu leêch pôkao groâng loi tôpôêh jiêt phaân traêm, ‘long yaêl arih jaêng, phat gôdai hôdôi oeêng ‘biêa jôroâng jiê"
"Các giống điều ghép được trồng phổ biến ở Lâm Đồng là BO1, PN1, MH4/5, MH 5/4","Rim adreâÊch ñieâu gheêp ñeêi pôtaêm phoâ ‘bieâÊn oei Laâm Ñoâng la BO minh, PN minh, MH puoân lôêm pôñaêm, MH pôñaêm lôêm puoân"
Tiêu chuẩn cây giống điều ghép: Tuổi cây làm gốc ghép từ 3-4 tháng tuổi; tuổi cây xuất vườn kể từ khi ghép > 45 ngày tuổi; Chiều cao cây tính từ mặt bầu 20-25cm; Số tầng lá đã phát triển hoàn chỉnh đạt 1-2 tầng; đường kính gốc > 8mm; chiều cao chồi ghép > 10cm ,Tieâu chuaân ‘long adreâÊch ñieâu gheêp: Tuoâi ‘long pôm tôm gheêp ñôêng peâng truh puoân kheêi; sônaêm ‘long leêch vöôn khan ñôêng jônang gheêp groâng loi puoân jiêt pôñaêm ‘naêr; trong ñuoâÊi ‘long tiênh ñôêng maêt ‘bôu ‘baêl jiêt truh ‘baêl jiêt pôñaêm centimet; KsoâÊ taâng hla jôh pôjing keh kong ñat minh truh ‘baêl taâng; ñöông kinh tôm groâng loi tôhngam milimet; trong ñuoâÊi hô‘bu gheêp groâng loi minh jiêt centimet
"Thân mọc thẳng, vết ghép tiếp hợp tốt; cây giống không bị nhiễm sâu bệnh, dị hình; kích thước bầu đất 15 x 33cm hoặc 15 x 25cm; được huấn luyện ngoài ánh sáng hoàn toàn từ 10-15 ngày.","‘Long hon tôpaêt, veâÊt gheêp tieâÊt hôêp hôgeêi; ‘long adreâÊch biê ‘bi nhieâm jôroâng jiê, yi hinh; kiêch thöôêk ‘bôu teh minh jiêt pôñaêm nhông peâng jiêt peâng centimet thoi minh jiêt pôñaêm nhông ‘baêl jiêt pôñaêm centimet; ñei huaâÊn lueân ôgah rôdah ñôêng minh jiêt truh minh jiêt pôñaêm ‘naêr"
"Chuẩn bị đất trồng: Sau khi kiểm tra thổ nhưỡng loại trừ những chỗ có lớp đất mặt quá mỏng hoặc có quá nhiều đá, đất thoát nước kém hoặc đất có những yếu tố bất lợi khác và tiến hành dọn sạch thực bì hoang dại trên toàn bộ lô đất của vườn điều. ","Chuaân ‘bi teh pôtaêm: Ñôêng roêng ngoê hnheêi jing teh loai tuêk rim dônoê teh ôêi lôêp maêt pôgloh ateêng thoi ôêi pôgloh lö tamo, teh thoat ñak kheê thoi teh ôêi rim tôdrong bröê nai oeêng pôm don sach thöêk ‘bi pôkueê lôêm loâ teh ñôêng vöôn ñieâu"
"Các loại cây bụi ưa sáng, mắc cỡ, cỏ tranh là những loài cây hoang dại phát triển rất mạnh trong mùa mưa và chết đồng loạt vào mùa khô lại có thể tái sinh mạnh hơn vào năm sau vừa làm đất bạc màu thêm vừa gây nguy cơ cháy là nhân tố bất lợi cho vườn điều. ","Rim loai ‘long tônôm waê rôdah, ‘breên, ja la rim loai ‘long pôkueê pôjng pôgloh deâh lôêm jan ami oeêng luoâÊch ñiê lôêm jan toê phang ôêi tôdrong yaêl arih pieâu deâh loi tômöt sônaêm roêng böa pôm teh bröê pieâu böa ôêi tôdrong uênh sa la tôdrong pôm glaêi aên vöôn ñieâu"
