Tiếng Việt,Tiếng BaNa
"Để chủ động tổ chức triển khai các biện pháp phòng chống đói, rét, dịch bệnh cho đàn vật nuôi trong mùa mưa bão, hạn chế đến mức thấp nhất thiệt hại có thể xảy ra, các địa phương cần đẩy mạnh công tác tuyên truyền, vận động và hướng dẫn người chăn nuôi tích cực thực hiện các biện pháp phòng chống đói, rét, dịch bệnh cho đàn vật nuôi đảm bảo phù hợp với điều kiện địa phương trong mùa mưa bão; đưa trâu, bò thả rông trên núi về nuôi giữ tại nhà đề phòng mưa, lạnh kéo dài, đặc biệt là 2 xã Vĩnh Sơn và Vĩnh kim.","Sư chu đông pơlok pơnhroh rim tơdrong phong dơt bơngot tơnghiêt ăn tơpul xem rong lơm jơnang ami but, pơm tơjul truh mưc kơđeh pơgloh hiong hiơt ơi tơdrong ơi lech, rim cham pơlei wă jơră dêh tơdrong pơtho khan, krao akom oeng pơtho khan nă ma kia rong pơjăng pơm rim tơdrong phong dơt bơngot tơnghiêt, jit j ăn tơpul xem rong, tơmăn tơl trơ tro adring tơdrong cham pơlei lơm jơnang ami but; ăn kapô, lơ mo tơhlăih lơm bri sưt rong jê hnam sư phong ami, tơnghiêt đunh, pơgloh la 02 xa Vinh Sơn oeng Vinh Kim."
"Bên cạnh đó, cần cho trâu, bò ăn đủ no, bổ sung thêm tinh bột như: cám gạo, ngô, khoai, sắn.","Minh kôpah, waê aên kapoâ, lô mo sa duh phi, tôgum pieâu tinh boât in: pheâ, hôbo, mum"
"Minh kôpah, waê aên kapoâ, lô mo sa duh phi, tôgum pieâu tinh boât in: pheâ, hôbo, mum","Rim naêr plenh tônghieât, sö kjung tôdrong ñeâ khang waê aên kapoâ, lô mo et ñak to ôi pha adring boh sa adring löông 5gam/100kg theâ trong."
"Bà con cần chủ động dự trữ nguồn thức ăn sẵn có như: rơm, thân cây bắp, lá mì, thân cây họ đậu… bổ sung thức ăn tinh.","Naê ma waê chu ñoâng anguoân nguoân ñoâ sa in: hoâmng ba, long hôbo, la kumi, long ñaâu rim loai… tôgum ñoâ sa tinh."
"Đồng thời, hướng dẫn bà con tận dụng các vật liệu có sẵn để sửa chữa chuồng trại, mái che, chăn gió, đảm bảo trâu, bò đủ ấm;","Thoi noh, pôtho khan naê ma chaê yuoâ rim ñoâ ôi lôm unh hnam sö söa chöa adrung tômaên tôl tô no aên kapoâ, lô mo"
"Để chủ động phòng, chống bệnh sốt rét cho người dân, từ đầu năm đến nay, Trung tâm Y tế huyện Vĩnh Thạnh đã tổ chức đợt tẩm màn phòng chống muỗi sốt rét cho người dân ở các xã Vĩnh Sơn, Vĩnh Kim, Vĩnh Hòa, Vĩnh Hiệp, Vĩnh Thịnh và Vĩnh Thuận.","Sö chu ñoâng phong dôt ji grun tônghieât aên naê ma, ñông kôl sônaêm truh ahrei, Trung taâm y teâ huyeân Vinh Thanh jôh pôlok maêng taâm mung phong dôt sôhmach aên naê ma oei rim xa Vinh Sôn, Vinh Kim, Vinh Hoa, Vinh Hieâp, Vinh Thinh oeng Vinh Thuaân."
"Thực hiện chỉ đạo của Trung tâm Kiểm soát bệnh tật tỉnh, thời gian tới, ngành y tế huyện tiếp tục tăng cường, công tác giám sát dịch tễ sốt rét ở cơ sở; khám điều tra dịch tễ sốt rét, điều tra muỗi truyền bệnh sốt rét, lấy lam máu xét nghiệm, test chẩn đoán nhanh;  ","Pôm pôgôl ñông trung taâm kieâm soat ji jaên tinh, jônang truh, nganh y teâ huyeân lang lang kjung tôdrong ngo hnhei jit teâ grun tônghieât oei cô sô, kham ñieâu tra jit teâ grun tônghieât, ngo hnhei sôhmach truyeân ji grun tônghieât, yok lam pham xet nghieâm, test chuaân ñoan ranh;"
"Quản lý các đối tượng mới ở vùng sốt rét trở về; làm tốt công tác dự báo và phòng chống dịch sốt rét ở cơ sở, tăng cường tuyên truyền nhằm từng bước nâng cao  nhận thức về phòng chống sốt rét cho người dân hiểu tự bảo vệ mình và gia đình..","Ngo hnhei rim ñoâi töông anao oei apung grun tônghieât söt; pôm hôgei tôdrong pôtho khan oeng phong dôt jit grun tôngheât oei cô sô, kjung pôtho khan sö rim tôdrong poâk xuoân tôdrong baêt lôm phong dôt grun tônghieât aên naê ma baêt oeng kôdih jö vei ôkôu oeng unh hnam."
"Với những biện pháp tuyên truyền tích cực của ngành y tế huyện, ý thức chủ động phòng chống bệnh dịch nói chung và bệnh sốt rét nói riêng của người dân được nâng lên, thời gian tới sẽ góp phần hạn chế được tỷ lệ người dân mắc bệnh sốt rét trên địa bàn huyện.","Adring rim tôdrong pôtho khan pôjaêng ñông nganh y teâ huyeân, tôdrong baêt chu ñoâng phong dôt ji ji khan adring oeng ji grun tônghieât khan kôdih ñông naê ma ñei poâk xuoân, jônang truh jôh pôgop tôdrong pôm tôjul ñei ty leâ bôngai ji grun tônghieât lôm tôring huyeân."
"Huyện Vĩnh Thạnh có 9 cơ sở hội nông dân, 59 chi hội với 7.437 hội viên.","Ô mih ma duch naê amem mônat! Huyeân Vinh Thanh ôi 09 cô sô hoâi noâng daân, 59 chi hoâi adring 7.437 naê ma."
"Trong 3 năm qua, Hội Nông dân huyện đã chú trọng triển khai thực hiện Đề án số 24 của Trung ương Hội và Kế hoạch của Hội Nông dân tỉnh về xây dựng chi hội, tổ hội nghề nghiệp, nhằm hỗ trợ hội viên phát triển kinh tế hộ; trên cơ sở đó tập hợp, đoàn kết hội viên, xây dựng giai cấp nông dân ngày càng vững mạnh.","Lôm 3 sônaêm anu yuoâ ôu, Hoâi noâng daân huyeân jôh ngo hnhei pônhroh pôm Ñeâ an ksoâ 24 ñông Trung öông hoâi oeng glong pônhroh ñông Hoâi noâng daân tinh lôm tôjung pôm chi hoâi, toâ hoâi ngheâ nghieâp, sö tôgum naê ma pôjing kinh teâ unh hnam; lôm tôdrong noh pônhoâm, ñoan keât naê ma, tôjung pôm giai kôp noâng daân naêr kang kôjaêp deâh."
"Hiệu quả từ mô hình chi, tổ hội nghề nghiệp ở huyện Vĩnh Thạnh","Thu yok ñông moâ hinh chi, toâ hoâi ngheâ nghieâp oei huyeân Vinh Thanh."
"Trong những năm qua, việc thực hiện Đề án 24 của Trung ương Hội Nông dân về xây dựng chi hội nghề nghiệp, tổ hội nghề nghiệp ở huyện Vĩnh Thạnh có sự quan tâm lãnh đạo chỉ đạo kịp thời.","Ô mih ma duch naê amem mônat! Lôm lö sônaêm anu yuoâ ôu, tôdrong pôm Ñeâ an 24 ñông Trung öông hoâi noâng daân lôm tôjung pôm chi hoâi ngheâ nghieâp, toâ hoâi ngheâ nghieâp oei huyeân Vinh Thanh ôi tôdrong ngo hnhei pôgôl tô tam."
"Ô mih ma duch naê amem mônat! Lôm lö sônaêm anu yuoâ ôu, tôdrong pôm Ñeâ an 24 ñông Trung öông hoâi noâng daân lôm tôjung pôm chi hoâi ngheâ nghieâp, toâ hoâi ngheâ nghieâp oei huyeân Vinh Thanh ôi tôdrong ngo hnhei pôgôl tô tam.","Khul thöông vu Hoâi noâng daân huyeân pôlok Hoâi nghi pônhroh Ñeâ an 24 aên kang boâ hoâi lôm tôring huyeân, lôm cô sô noh, hoâi noâng daân rim xa, thi traân pôlok pônhroh ñeâ an 24 lôm cham pôlei bôn aên rim chi hoâi tröông, chi hoâi pho oeng naê ma, ôi 100% kang boâ hoâi oeng loi 85% naê ma truh kôpaêng."
"Đến nay, toàn huyện đã xây dựng 5 tổ hội nghề nghiệp, gồm có: Tổ hội nghề nghiệp “Dệt thổ cẩm” tại chi hội làng Thạnh Quang xã Vĩnh Hiệp, “Nuôi cá nước ngọt” tại chi hội thôn Định Nhất xã Vĩnh Hảo, “Chăn nuôi bò lai sinh sản” tại chi hội làng K6 xã Vĩnh Kim, thôn Tiên An, xã Vĩnh Hòa và thôn Định Thái, xã Vĩnh Quang.","Truh ahrei, lôm huyeân jôh tôjung pôm 05 toâ hoâi ngheâ nghieâp thoi le: Toâ hoâi ngheâ nghieâp Tanh brai lôm chi hoâi pôlei Thanh Quang, xa Vinh Hieâp, rong ka ñak ngam lôm chi hoâi thoân Ñinh Nhaât, xa Vinh Hao, kia rong lô mo lai ñeh dô no chi hoâi pôlei K6 xa Vinh Kim, thoân Tieân An xa Vinh Hoa oeng thoân Ñinh Thai xa Vinh Kuang."
"Cùng với đó, các cấp Hội Nông dân trong huyện đã phối hợp Phòng Nông nghiệp và Phát triển nông thôn huyện xây dựng nhiều mô hình trình diễn có hiệu quả như: mô hình trồng rau an toàn thôn Định Trường (xã Vĩnh Quang), mô hình trồng ớt chỉ thiên thôn Tiên An, Tiên Hòa (xã Vĩnh Hòa), mô hình nuôi gà trên nền đệm lót sinh học trên địa bàn thị trấn Vĩnh Thạnh, xã Vĩnh Thịnh và xã Vĩnh Quang...","Adring noh, rim kôp hoâi noâng daân lôm huyeân jôh adring Phong noâng nghieâp oeng pôjing cham pôlei huyeân tôjung pôm lö moâ hinh trinh dieân ôi thu yok in: moâ hinh pôtaêm hla nhem an toan thoân Ñinh Tröông, xa Vinh Kuang, moâ hinh pôtaêm amne chi thieân thoân Tieân An, Tieân Hoa, xa Vinh Hoa, moâ hinh rong yer lôm ñeâm lot sinh hok lôm tôring thi traân Vinh Thanh, xa Vinh Thinh oeng xa Vinh Kuang…"
"Phối hợp Phòng Lao động - Thương binh và Xã hội huyện hằng năm mở từ 2 đến 3 lớp dạy nghề ngắn hạn, có cấp chứng chỉ nghề, sau khi kết thúc khóa học tất cả những học viên là nông dân có việc làm và biết vận dụng kiến thức đã học trong việc phát triển kinh tế gia đình.","Adring Phong Lao ñoâng Thöông binh oeng Xa hoâi huyeân rim sônaêm pôlok ñông 2 – 3 lôp pô tôp ngheâ kôñeh naêr, ôi kôp chöng chi ngheâ, ñông rong atuch maêng hok, ñi ñaêng rim naê ma ôi tôdrong pôm oeng aleâ chaê yuoâ tôdrong jôh hok lôm tôdrong pôjing kinh teâ unh hnam."
"Đạt được kết quả trên, nhờ có sự quan tâm lãnh đạo chỉ đạo kịp thời của Hội Nông dân cấp trên, sự lãnh đạo trực tiếp của cấp ủy, sự hỗ trợ kịp thời của các cấp chính quyền, sự phối kết hợp của các ngành, các hội đoàn thể.","Ñat ñei thu yok anu la yua ôi tôdrong ngo hnhei pôgôl tôtam ñông Hoâi noâng daân kôp kôpöng, tôdrong pôgôl tröc tieâp ñông kôp uy, tôdrong tôgum tôtam ñông rim kôp khul pôgôl, tôdrong adring ñông rim nganh, rim hoâi ñoan theâ."
"Đặc biệt nhờ có nhiều chích sách ưu tiên cho phát triển nông nghiệp, nông thôn như hỗ trợ giống cây con, chính sách vay vốn lãi suất thấp... đã tạo điều kiện thuận lợi cho nông dân trong định hướng phát triển kinh tế và tập hợp được hội viên nông dân có cùng mục tiêu sản xuất, cùng một mối quan tâm để thành lập tổ hội nghề nghiệp.","Pôgloh la yua ôi lö tôdrong öu tieân aên pôjing noâng nghieâp, cham pôlei in tôgum adreâch long kon, tôdrong vei jeân lai suaât kôñeh… jôh pôm tôdrong alöng aên naê ma lôm tôdrong pôjing kinh teâ oeng pônhoâm ñei naê ma ôi adring tôdrong choh jang, adring minh tôdrong waê ngo hnhei sö pôjing anao toâ hoâi ngheâ nghieâp."
"Đề án 24 ra đời tạo điều kiện giúp cho nông dân liên kết lại tạo thành sức mạnh trong sản xuất kinh doanh theo chủ trương của Đảng, Nhà nước, phấn đấu mỗi làng một sản phẩm, tạo nên chuỗi liên kết trong sản xuất có quy trình có thời gian, tạo nên thương hiệu và giá trị sản phẩm hàng hóa tạo ra, đáp ứng nền kinh tế thị trường theo định hướng xã hội chủ nghĩa, mà chủ thể trong sản xuất nông nghiệp chính là nông dân.","Ñeâ an 24  jôh pôm tôdrong tôgum aên naê ma lieân keât, tôgum adring lôm choh jang tech bôdro boi tôdrong ñông Ñang, Kôpal, pran minh pôlei minh san phaâm, pôm ñei chuoâi lieân keât lôm choh jang ôi quy trinh ôi jônang, pôm lech thöông hieâu oeng giaê tri ñoâ pôm lech, ñap öng tôdrong kinh teâ thi tröông boi tôdrong xa hoâi chu nghia, maê chu theâ lôm choh jang noâng nghieâp chinh la naê ma."
"Chiều ngay 2.12, ông Đặng Hoài Tân, Đại biểu Quốc hội tỉnh Bình Định đã tiếp xúc cử tri xã Vĩnh Thịnh sau kỳ họp thứ 8, Quốc hội khóa XIV.","Ksô naêr 02/12, ñ/c Ñaêng Hoai Taân, Ñai bieâu quoâc hoâi tinh Binh Ñinh jôh maêng tôjröm maêt naê ma xa Vinh Thinh ñông rong maêng hop maêng maê tôhngam, quoâc hoâi khoa XIV. "
"Tham dự buổi tiếp xúc ở huyện có đồng chí Đinh Drin - Chủ tịch HĐND huyện, Phó Bí thư Huyện ủy, ông Lê Văn Đẩu - Chủ tịch UBND huyện.","Tham dö maêng tôjröm maêt ôi ñ/c Ñinh Drin, Chu tich HÑND huyeân, Pho bi thö Huyeân uy; ñ/c Leâ Vaên Ñaâu, Chu tich UBND huyeân."
"Tại buổi tiếp xúc, sau khi nghe Đại biểu Quốc hội trình bày kết quả kỳ họp thứ 8, Quốc hội khóa XIV, cử tri xã Vĩnh Thịnh đã kiến nghị đến đại biểu một số nội dung về tình hình con em đồng bào DTTS sau khi ra trường không có việc làm; ","Dô no tôjröm maêt, ñông rong kôpaêng Ñai bieâu quoâc hoâi pôtho khan thu yok maêng hop maêng maê tôhngam, quoâc hoâi khoa XIV, naê ma xa Vinh Thinh jôh pôtho khan truh naê ma pôgôl minh ksoâ tôdrong lôm tôdrong kon mon naê ma kon koâng ñông rong lech tröông bi ôi tôdrong pôm; "
Xem xét giải quyết cấp sổ đỏ trên diện tích đất nương rẫy cho các hộ đồng bào dân tộc thiểu số; giải quyết chế độ chính sách cho người có công vì hiện nay việc xác nhận còn nhiều thủ tục rườm rà nên còn nhiều trường hợp chưa làm được. ,Ngo hnhei tôgum kôp soâ ño lôm chñeh the mil aên rim unh hnam naê ma kon koâng; tôgum tôdrong chinh sach aên naê m a ôi koâng yua ahrei tôdrong xac nhaân araê lö hrat tônap kôna araê lö tröông hôp ñim pôm ñei
"Về Đề án phân công công an chính quy về xã, cử tri đề nghị cần có chính sách rõ ràng vì các vị trí công an xã hiện nay đang là công chức, bằng cấp chuyên môn thuộc lĩnh vực chuyên ngành an ninh, công an nên xã không thể bố trí vào các vị trí khác. ","Lôm ñeâ an aên coâng an chinh quy sö xa, naê ma pôtho khan waê ôi tôdrong maê ro yua rim vi tri coâng an ahrei atung la coâng chöc, baêng kôp chuyeân moân oei lôm kôbraê chuyeân nganh an ninh, coâng an kôna xa bi ñei boâtri tômöt rim vi tri nai. "
"Về lĩnh vực y tế, cử tri kiến nghị hiện nay các hộ nghèo mặc dù được miễn giảm nhiều về viện phí, nhưng khi nhập viện vẫn phải đóng một khoản tiền ban đầu khá lớn mới được nhập viện, gây khó khăn cho các hộ nghèo. ","Lôm tôdrong y teâ, naê ma pôtho khan ahrei rim unh hnam dônuh thoi ôi ñei mieân giam lö vieân phi maêlei jônang bich beânh vieân araê ñong minh ksoâ jeân trong pô tôm khaê groâng anao ñei bich, pôm hrat tônap aên rim unh hnam dônuh. "
"Liên quan đến lĩnh vực giáo dục, cử tri xã VĨnh Thịnh đề nghị Quốc hội nên xem xét cho các em thiếu nhi được nghỉ học một ngày vào dịp Tết Trung thu hằng năm...","Lieân quan truh tôdrong giao duc, naê ma xa Vinh thinh pôtho khan Quoâc hoâi waê ngo hnhei aên rim ñe hôyoh ñei pôdôi hok minh naêr tômöt maêng Teât trung thu rim sônaêm…"
"Kết thúc hội nghị, Đại biểu Quốc hội Đặng Hoài Tân ghi nhận, tiếp thu các ý kiến của cử tri, đồng thời hứa sẽ chuyển những kiến nghị này tới các cơ quan chức năng giải quyết sớm nhất trong phạm vi quyền hạn của mình.","Atuch hoâi nghi, Ñai bieâu quoâc hoâi Ñaêng Hoai Taân ghi yok rim y kieân ñông naê ma, thoi noh pôkaê chuyeân rim y kieân anu truh rim kô kuan chöc naêng tôgum sruoâih lôm quyeân han ñông pôn."
"Sáng ngày 04/12, Công an huyện Vĩnh Thạnh tổ chức Lễ công bố quyết định của Giám đốc Công an tỉnh về điều động công an chính quy đảm nhiệm các chức danh công an xã tại 2 xã Vĩnh Sơn, Vĩnh Thuận. ","Bôgheâ naêr 04/12, Coâng an huyeân Vinh Thanh pôlok maêng coâng boâ quyeât ñinh ñông Giam ñoâc Coâng an tinh lôm ñieâu ñoâng coâng an chinh quy pôm rim chöc danh coâng an xa lôm 02 xa Vinh Sôn oeng Vinh Thuaân. "
"Tham dự buổi lễ có đồng chí Đại tá Huỳnh Văn An, Phó Giám đốc CA tỉnh, đồng chí Hồ Xuân Ánh, Bí thư Huyện ủy, đồng chí huỳnh Đức Bảo, Phó Chủ tịch UBND huyện. ","Tham dö maêng Leâ ôi Ñai ta Huynh Vaên An, Pho giam ñoâc coâng an tinh, ñ/c Hoâ Xuaân Anh, Bi thö Huyeân uy, ñ/c Huynh Ñöc Bao, Pho chu tich UBND huyeân."
"Tại buổi lễ Công an huyện Vĩnh Thạnh đã công bố và trao Quyết định điều động 7 đồng chí Công an chính quy của Công an huyện được điều động về đảm nhận các chức danh Trưởng, Phó Công an và Công an viên tại 2 xã Vĩnh Sơn, Vĩnh Thuận. ","Dô no maêng leâ, Coâng an huyeân Vinh Thanh jôh coâng boâ oeng aên quyeât ñinh ñieâu ñoâng 07 ñ/c coâng an chinh quy ñông coâng an huyeân söt pôm rim chöc danh Tröông, pho coâng an oeng coâng an vieân lôm 02 xa Vinh Sôn oeng Vinh Thuaân. "
"Trong đó, xã Vĩnh Sơn có 04 đông chí, Vĩnh Thuận có 03 đồng chí. ",Lôm noh xa Vinh Sôn ôi 04 ñ/c; xa Vinh Thuaân ôi 03 ñ/c. 
